Shelfmark,Page Labels,Dates,Types,Slave Voyages Notes,image_filename,iiif_baseimage_url,,,,,,,,,,,,,,,,,,
mssST57v24,f.1r,"3,25,1724",Correspondence,Mr. Randal Nicole,mssST_57_v24_007.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1596/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v24,f.1r,"3,25,1724",Correspondence,Mr. Wm. Mead Sr.,mssST_57_v24_007.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1596/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v24,f.1r,"3,25,1724",Correspondence,Mr. Mayne,mssST_57_v24_007.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1596/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v24,f.1r,"3,27,1724",Correspondence,Mr. Payne,mssST_57_v24_007.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1596/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v24,f.1v,"3,28,1724",Correspondence,Mr. Pescod,mssST_57_v24_008.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1597/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v24,f.1v,"3,28,1724",Correspondence,Mr. Payne,mssST_57_v24_008.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1597/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
mssST57v24,f.2r,"3,28,1724",Correspondence,Mr. Payne,mssST_57_v24_009.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1598/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v24,f.2v,"3,28,1724",Correspondence,Counselour Harrison,mssST_57_v24_010.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1599/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
mssST57v24,f.3r,"3, 24,1724",Correspondence,Mr. Lane,mssST_57_v24_011.jpg,http://cdm16003.contentdm.oclc.org/digital/iiif/p16003coll20/1600/full/full/0/default.jpg,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
